,Seniority,Time,Age,Records,Expenses,Income,Assets,Debt,Amount,Price,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
83,11,60,39,2,35,263.0,2500.0,0.0,1000,1300,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
85,5,24,24,1,35,78.0,6000.0,3000.0,500,2262,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
86,10,60,28,1,47,120.0,0.0,0.0,600,1054,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
87,27,60,53,1,60,125.0,10000.0,0.0,1426,1426,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
90,3,60,29,1,35,70.0,0.0,0.0,950,1177,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
92,4,36,21,1,101,413.0,6000.0,0.0,750,850,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
94,9,48,56,1,140,350.0,0.0,0.0,1400,1571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
97,3,60,54,1,35,80.0,4000.0,0.0,950,1382,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
98,30,36,51,1,120,208.0,15000.0,0.0,1500,1713,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
101,2,60,33,1,73,130.0,0.0,0.0,1100,1610,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
105,8,24,33,1,75,315.0,4500.0,0.0,400,1780,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
110,11,60,32,1,79,185.0,0.0,0.0,950,1117,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
111,10,24,39,1,45,217.0,9000.0,3000.0,1500,2468,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
114,13,48,29,1,60,253.0,3000.0,0.0,670,963,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
117,12,36,47,1,75,124.0,3500.0,0.0,460,470,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
118,20,24,66,1,45,143.0,10000.0,0.0,950,1370,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
119,3,48,39,1,35,250.0,4000.0,1500.0,700,839,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
121,4,60,25,1,57,115.0,0.0,0.0,900,1350,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
123,18,60,54,1,66,214.0,0.0,0.0,1300,1307,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
125,12,48,35,1,45,500.0,200000.0,0.0,2380,4786,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
127,12,60,52,1,75,200.0,12000.0,0.0,1550,1568,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
128,0,24,22,1,35,85.0,0.0,0.0,650,1056,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
129,10,18,48,1,90,214.0,0.0,0.0,1000,1608,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
130,2,60,25,1,75,140.0,3000.0,0.0,950,1179,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
133,20,30,62,1,60,300.0,24000.0,9000.0,600,823,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
135,16,60,41,1,75,242.0,0.0,0.0,1300,1482,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
136,4,60,29,1,60,155.0,5000.0,2500.0,900,1110,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
138,0,60,31,1,60,105.0,3500.0,0.0,1100,1170,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
141,19,36,33,1,60,115.0,6700.0,2000.0,1000,2084,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
142,15,24,54,1,90,350.0,150000.0,0.0,3800,8800,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
143,40,36,58,1,75,,50000.0,0.0,1000,1160,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
147,14,60,64,1,60,250.0,10000.0,0.0,700,1204,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
148,10,24,29,1,35,90.0,0.0,0.0,600,1528,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
155,3,24,30,1,75,133.0,12000.0,900.0,1500,5200,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
158,5,60,22,1,45,195.0,0.0,0.0,700,1422,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
159,9,24,45,1,75,112.0,4000.0,0.0,500,1430,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
160,4,30,47,1,90,210.0,15000.0,0.0,1550,1578,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
161,14,48,36,1,75,155.0,3500.0,200.0,1100,1250,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
162,3,36,36,2,35,394.0,16000.0,0.0,1500,2260,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
163,22,36,60,1,60,149.0,0.0,0.0,200,280,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
164,20,48,59,1,57,120.0,0.0,0.0,800,1298,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
168,8,48,26,1,42,74.0,0.0,0.0,600,1290,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
169,5,60,40,1,75,86.0,4900.0,0.0,1300,1581,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
171,11,60,30,1,77,165.0,0.0,0.0,1350,1637,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
172,25,54,43,1,75,110.0,7000.0,0.0,1275,1275,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
181,0,36,51,1,113,230.0,0.0,0.0,950,950,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
182,14,60,34,1,75,85.0,8000.0,0.0,1400,1589,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
185,11,60,46,1,75,149.0,3500.0,0.0,1400,2194,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
186,1,48,31,1,75,201.0,2500.0,96.0,1100,1642,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
190,1,24,27,1,45,126.0,3000.0,3700.0,200,300,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
193,2,12,44,1,90,160.0,7500.0,0.0,500,1706,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
195,21,60,57,1,60,95.0,8000.0,0.0,1000,1700,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
197,9,60,38,1,87,120.0,0.0,0.0,1177,1300,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
198,2,36,35,1,126,359.0,0.0,0.0,870,1122,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
200,1,60,28,1,35,67.0,0.0,0.0,1050,1387,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
201,15,48,46,1,90,148.0,12000.0,0.0,1000,1266,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
202,19,60,56,2,45,298.0,8000.0,0.0,1700,2195,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
204,19,60,35,1,75,185.0,4000.0,0.0,1100,1203,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
206,4,48,29,1,45,194.0,0.0,0.0,1200,1374,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
208,2,24,33,2,75,147.0,2000.0,900.0,400,750,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
209,5,24,41,1,105,156.0,10000.0,0.0,800,1894,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
210,11,36,37,1,75,178.0,3000.0,0.0,1000,1048,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
216,9,60,48,2,60,83.0,2500.0,0.0,1100,1212,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
218,20,24,53,1,45,200.0,100000.0,0.0,1000,1419,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
219,10,60,36,1,90,172.0,3000.0,0.0,1100,1100,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
221,15,60,37,1,60,318.0,7000.0,0.0,1900,2400,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
223,4,48,36,1,60,133.0,4000.0,0.0,1000,1595,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
224,4,60,64,1,35,150.0,9000.0,0.0,984,1054,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
225,1,36,27,1,35,208.0,9000.0,0.0,1000,1651,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
226,10,30,26,1,75,145.0,1434.0,0.0,300,1542,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
228,12,60,50,1,45,190.0,9500.0,200.0,1800,2624,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
230,20,24,40,1,35,90.0,0.0,0.0,600,1105,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
231,6,60,49,2,100,100.0,30000.0,0.0,1500,1500,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
233,1,60,37,1,45,100.0,0.0,0.0,1150,1555,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
234,2,48,25,1,57,117.0,0.0,0.0,800,2251,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
235,25,18,40,1,45,110.0,4000.0,0.0,455,1542,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
236,1,36,22,1,62,168.0,0.0,0.0,1200,2186,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
237,10,48,49,1,45,150.0,9000.0,0.0,1700,1700,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
242,20,36,42,1,90,250.0,4500.0,0.0,1500,1750,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
243,10,48,28,2,60,120.0,2500.0,1500.0,600,875,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
244,1,60,30,1,35,236.0,3500.0,1000.0,1000,1514,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
247,5,36,27,1,35,200.0,4000.0,0.0,600,1098,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
248,3,60,26,1,45,235.0,0.0,0.0,800,840,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
250,6,48,35,1,45,200.0,7000.0,0.0,1540,1603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
253,12,60,34,1,94,185.0,0.0,0.0,1200,1236,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
255,10,60,49,1,60,150.0,23000.0,0.0,1200,1390,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
258,15,60,63,1,60,315.0,3500.0,266.0,1000,1241,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
260,2,36,27,1,45,156.0,6000.0,0.0,700,1045,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
261,18,60,39,1,93,177.0,0.0,0.0,800,1781,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
262,12,36,64,2,60,341.0,4500.0,0.0,900,900,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
264,8,12,49,1,60,142.0,6000.0,0.0,200,1048,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
265,20,36,45,1,75,333.0,5000.0,0.0,1000,2200,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
267,2,36,30,1,45,170.0,0.0,0.0,700,1090,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
269,15,36,40,1,60,230.0,8500.0,480.0,700,1400,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
271,4,12,30,1,60,340.0,16000.0,0.0,1900,2014,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
272,3,60,25,1,60,120.0,3500.0,200.0,1000,1342,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
273,9,60,40,1,44,91.0,0.0,0.0,1000,1132,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275,2,36,23,1,35,88.0,5500.0,0.0,750,1218,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
276,1,48,28,1,35,120.0,0.0,0.0,900,1114,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
278,2,60,27,1,56,106.0,0.0,0.0,650,2132,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
280,3,60,39,1,45,77.0,0.0,0.0,1000,1094,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
281,8,36,39,1,75,128.0,2500.0,0.0,550,550,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
282,10,48,55,1,35,189.0,9000.0,0.0,1200,1255,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
283,10,36,32,1,60,300.0,40000.0,3000.0,2000,4138,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
284,5,60,54,1,60,92.0,6000.0,1700.0,1700,1714,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
285,20,48,58,1,60,380.0,35000.0,0.0,1100,1150,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
288,12,60,28,1,45,141.0,6000.0,400.0,1100,1544,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
292,6,36,42,1,60,132.0,6000.0,0.0,1200,1513,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
294,25,60,52,1,73,127.0,0.0,0.0,1030,1250,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
301,3,60,31,1,35,131.0,4000.0,0.0,1050,1139,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
302,1,24,23,1,35,62.0,0.0,0.0,350,350,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
304,2,60,47,1,90,86.0,4500.0,0.0,1200,1497,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
312,1,60,25,1,60,330.0,9000.0,3500.0,1300,2500,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
313,6,36,49,1,60,100.0,22000.0,0.0,1000,1790,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
316,0,36,24,1,45,97.0,8000.0,0.0,600,1542,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
319,5,42,33,2,45,140.0,22000.0,2500.0,1200,1888,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
323,40,42,61,1,90,275.0,12000.0,0.0,1000,1335,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
326,23,60,41,1,75,140.0,3000.0,0.0,1450,1482,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
327,23,60,38,1,45,500.0,3500.0,0.0,1900,2357,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
329,10,60,55,1,60,,10000.0,0.0,1000,1180,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
334,0,60,25,1,35,,0.0,0.0,800,1380,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
335,8,60,28,1,45,200.0,0.0,0.0,700,1529,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
336,2,36,49,2,75,154.0,14000.0,0.0,850,1263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
337,3,48,38,1,90,187.0,2500.0,750.0,1550,1600,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
339,3,48,37,1,45,160.0,6000.0,3000.0,1000,1520,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
340,25,60,42,1,60,133.0,9500.0,0.0,1500,1617,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
341,8,60,54,1,173,230.0,5000.0,0.0,1100,1500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
343,2,30,26,1,60,50.0,3500.0,250.0,600,1292,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
344,17,48,49,1,60,189.0,7000.0,0.0,1100,1294,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
345,3,60,36,1,60,202.0,4600.0,1260.0,1400,1936,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
349,2,48,49,1,45,125.0,4000.0,0.0,500,1600,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
350,30,60,52,1,70,100.0,14500.0,0.0,1250,1563,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
359,0,60,52,1,45,,10000.0,0.0,750,1244,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
361,3,60,33,2,75,225.0,2000.0,0.0,1400,1980,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
362,1,60,21,1,35,100.0,0.0,0.0,900,1290,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
364,6,60,27,1,35,208.0,6000.0,3300.0,1500,1559,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
367,7,18,33,1,113,532.0,0.0,0.0,1000,2290,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
369,2,48,38,1,75,90.0,7000.0,2000.0,500,1039,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
370,0,60,28,1,76,155.0,0.0,0.0,800,1218,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
372,10,36,34,1,90,159.0,3000.0,250.0,300,500,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
373,6,60,27,1,45,122.0,2000.0,1000.0,1300,1384,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
375,18,48,43,1,35,90.0,2500.0,0.0,1000,1626,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
377,6,18,42,1,90,45.0,4000.0,34.0,200,1500,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
378,0,36,26,1,72,118.0,1000.0,0.0,600,1421,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
380,8,48,24,1,49,135.0,0.0,0.0,1000,1274,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
382,1,36,35,1,66,208.0,4000.0,0.0,1000,1300,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
384,3,24,35,1,75,160.0,1800.0,0.0,200,957,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
385,10,60,33,1,75,300.0,2700.0,0.0,1000,1500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
386,8,36,39,1,60,135.0,4000.0,1500.0,1300,1504,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
388,3,48,29,1,35,145.0,0.0,0.0,1000,1028,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
390,19,12,34,1,75,428.0,32000.0,0.0,500,1030,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
391,2,48,57,1,68,233.0,0.0,0.0,1200,1366,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
395,15,60,44,1,60,42.0,10000.0,0.0,910,1450,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
396,10,48,37,1,35,87.0,3500.0,450.0,500,1155,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
398,25,12,43,1,75,250.0,100000.0,0.0,600,841,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
401,1,60,36,1,60,100.0,4500.0,1500.0,400,1591,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
403,16,60,34,1,35,,12000.0,0.0,1200,1336,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
405,16,60,31,1,45,160.0,0.0,0.0,1400,1850,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
406,8,60,36,1,75,148.0,2600.0,0.0,1400,1775,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
407,20,36,50,1,45,113.0,20000.0,0.0,700,1224,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
409,20,60,54,1,60,107.0,1500.0,0.0,1250,1500,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
412,3,60,31,1,45,176.0,4500.0,2500.0,1400,1607,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
413,2,36,32,1,63,175.0,0.0,0.0,1000,1230,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
419,6,48,25,1,35,300.0,0.0,0.0,2400,2700,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
420,0,36,31,1,75,144.0,0.0,0.0,450,500,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
422,2,48,30,1,60,180.0,0.0,0.0,1350,1770,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
424,12,60,37,2,86,110.0,0.0,0.0,700,950,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
427,11,36,27,1,60,172.0,7000.0,0.0,900,1201,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
434,5,60,28,1,60,195.0,1800.0,0.0,1000,1527,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
437,6,48,27,1,60,290.0,4300.0,900.0,1500,2127,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
440,5,24,34,1,95,199.0,0.0,0.0,250,650,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
441,1,60,28,1,45,133.0,5000.0,9000.0,700,1175,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
444,11,60,28,1,45,78.0,4000.0,0.0,850,978,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
446,0,60,20,1,45,100.0,0.0,0.0,1850,2150,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
448,5,48,28,1,63,183.0,0.0,0.0,1100,1615,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
453,3,36,23,1,50,150.0,0.0,0.0,1000,1128,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
454,10,36,47,1,60,133.0,3000.0,0.0,360,360,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
455,10,48,37,1,45,110.0,3000.0,0.0,500,1190,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
456,10,60,51,1,60,202.0,2000.0,0.0,1400,1580,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
